Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2015-01-02,24.192604064941406,24.659506182275138,23.75446781268404,24.648441478964468,212818400
2015-01-05,23.511062622070312,24.042136374239757,23.325187737341313,23.962475227002493,257142000
2015-01-06,23.513273239135742,23.772171094232995,23.152584838795235,23.575231527032173,263188400
2015-01-07,23.842973709106445,23.94254925811913,23.61062851042855,23.721268759658745,160423600
2015-01-08,24.759077072143555,24.816610479641703,24.053191678114224,24.17047177100101,237458000
2015-01-09,24.785633087158203,25.06002047662429,24.387327450645735,24.931677361721775,214798000
2015-01-12,24.174898147583008,24.922825738800306,24.075322583368106,24.91618759295084,198603200
2015-01-13,24.389543533325195,24.960447781897706,24.09966654067397,24.65729280767819,268367600
2015-01-14,24.296606063842773,24.449288501616856,24.008940661725582,24.128432366224875,195826400
2015-01-15,23.637191772460938,24.35414038758057,23.601787757118135,24.34086409285663,240056000
2015-01-16,23.45352554321289,23.805362503417978,23.27871370223808,23.68365752291758,314053200
2015-01-20,24.0576229095459,24.11294304990514,23.56637979303794,23.862894935009866,199599600
2015-01-21,24.241289138793945,24.57542161180635,23.958048567472943,24.10851943514098,194303600
2015-01-22,24.871929168701172,24.887418736564726,24.27889734612524,24.39838902174535,215185600
2015-01-23,25.000280380249023,25.17066568204172,24.67942253004134,24.849809520070863,185859200
2015-01-26,25.026838302612305,25.305652362292435,24.960455128179923,25.16845776728601,222460000
2015-01-27,24.150562286376953,24.8896402990191,24.1262212875984,24.876362316261897,382274800
2015-01-28,25.515857696533203,26.13765714169229,25.515857696533203,26.029228465091716,585908400
2015-01-29,26.31025505065918,26.374426606206118,25.571177211115504,25.73935088467864,337745600
2015-01-30,25.925228118896484,26.553664023772246,25.856630005500925,26.199615507769245,334982000
2015-02-02,26.250518798828125,26.370010533740277,25.686254242464035,26.122177324948062,250956400
2015-02-03,26.25493812561035,26.35230042157659,26.0248061463723,26.221745704792397,207662800
2015-02-04,26.456302642822266,26.666520183230848,26.179701948787283,26.221745794516334,280598800
2015-02-05,26.64513397216797,26.70955879365363,26.491847269498656,26.66290499248517,168984800
2015-02-06,26.420761108398438,26.714004163225805,26.314126499870483,26.662908024891667,174826400
2015-02-09,26.596263885498047,26.62292126746555,26.309685165049736,26.336344241916905,155559200
2015-02-10,27.107215881347656,27.136096970685305,26.69401122096662,26.69623153945443,248034000
2015-02-11,27.74258041381836,27.75146677384439,27.213854704018523,27.273835515569395,294247200
2015-02-12,28.093584060668945,28.320182004509522,27.89586721069229,28.004722155141266,297898000
2015-02-13,28.231313705444336,28.27574380069617,27.913633609185215,28.27574380069617,217088800
2015-02-17,28.397932052612305,28.631194314145105,28.19577119996392,28.32239884896467,252609600
2015-02-18,28.595645904541016,28.608974594134033,28.313509545559175,28.353497309237724,179566800
2015-02-19,28.535661697387695,28.664511338711634,28.50900431980301,28.542326041783866,149449600
2015-02-20,28.768924713134766,28.768924713134766,28.446802295850947,28.573428232665083,195793600
2015-02-23,29.546470642089844,29.546470642089844,28.804477380870498,28.884452925719273,283896400
2015-02-24,29.362079620361328,29.679761449931537,29.139925727442076,29.53313906705298,276912400
2015-02-25,28.611202239990234,29.235457610797532,28.469023864920207,29.22656955559324,298846800
2015-02-26,28.973308563232422,29.07327713106697,28.126902824541162,28.61119665484146,365150000
2015-02-27,28.537885665893555,29.006630434896266,28.4890115466763,28.880001110615524,248059200
2015-03-02,28.677839279174805,28.94220289932046,28.502339231657224,28.713384708226034,192386800
2015-03-03,28.737821578979492,28.773367007798193,28.455685246153877,28.6489613967314,151265200
2015-03-04,28.5556583404541,28.78225624796574,28.506787605303753,28.680067361107007,126665200
2015-03-05,28.082481384277344,28.602320809120172,27.93808097907652,28.56455504473076,226068400
2015-03-06,28.12468147277832,28.740046987832674,28.049149965508676,28.52455744842278,291368400
2015-03-09,28.244644165039062,28.784479856085543,27.78256368790519,28.42681027882651,354114000
2015-03-10,27.660385131835938,28.262422053347034,27.50265605157878,28.08247792000716,275426400
2015-03-11,27.15608787536621,27.718136880404018,27.12720848319452,27.713694548877402,275756000
2015-03-12,27.647050857543945,27.747021124712568,27.020576957239324,27.17164166982553,193450800
2015-03-13,27.45599937438965,27.85809908133666,27.231625158275826,27.6359451838697,207309200
2015-03-16,27.75812530517578,27.75812530517578,27.296046544920685,27.520420732700014,143497200
2015-03-17,28.222429275512695,28.284632091074627,27.913635516187682,27.969173986496493,204092400
2015-03-18,28.540109634399414,28.693396356113592,28.073586818847133,28.21354315504293,261083600
2015-03-19,28.32461929321289,28.713388577629537,28.302404244511855,28.602311639224784,183238000
2015-03-20,27.96916961669922,28.524552538116783,27.804776244841232,28.491230817057243,274780400
2015-03-23,28.260194778442383,28.40237312558268,28.106908059378792,28.240201742859963,150838800
2015-03-24,28.14467430114746,28.44457999143216,28.115793213344112,28.26463759420105,131369200
2015-03-25,27.409343719482422,28.17355357044147,27.409343719482422,28.11135075836797,206620800
2015-03-26,27.600393295288086,27.742571620841588,27.236061124194826,27.271606553032868,190291600
2015-03-27,27.38046646118164,27.702588918059213,27.304934953461245,27.673709523030762,158184800
2015-03-30,28.07358169555664,28.08024603964981,27.54707647850533,27.558184848593484,188398800
2015-03-31,27.64260482788086,28.100241236455535,27.62705412549918,28.011379353603317,168362400
2015-04-01,27.602617263793945,27.795891733269624,27.34713998434433,27.72924489692644,162485600
2015-04-02,27.8403263092041,27.89364276992168,27.58929301571328,27.775901475674658,128880400
2015-04-06,28.291290283203125,28.326835710021733,27.620386453544633,27.6514878545613,148776000
2015-04-07,27.99360466003418,28.462347683151513,27.986940316302068,28.35571479363924,140049200
2015-04-08,27.90252685546875,28.08025063657794,27.762570521902486,27.958065325202924,149316800
2015-04-09,28.115793228149414,28.12023725469051,27.693702231319484,27.958064183930947,129936000
2015-04-10,28.235754013061523,28.260191072168222,27.826991742366516,27.980276746427457,160752000
2015-04-13,28.18021583557129,28.56232242775019,28.126899385571637,28.517888945434937,145460400
2015-04-14,28.058034896850586,28.27796675701111,27.971395021790396,28.213541930317717,102098400
2015-04-15,28.164663314819336,28.242416819151526,27.99360560528852,28.08246747948214,115881600
2015-04-16,28.02915382385254,28.235756994085587,28.0158251338051,28.05359088553921,113476000
2015-04-17,27.713693618774414,28.022487343944757,27.64926879695406,27.891417382065,207828000
2015-04-20,28.346839904785156,28.46235919764015,27.80700581040335,27.895867717545602,188217200
2015-04-21,28.193544387817383,28.480121347261836,28.140226246381843,28.45790799734594,129740400
2015-04-22,28.57343292236328,28.628971396175867,28.06247998022732,28.211322683269117,150618000
2015-04-23,28.80669593811035,28.97331136387317,28.46680074073816,28.50234617845278,183083600
2015-04-24,28.94220542907715,29.019960638198242,28.70894319151285,28.9888592325096,178103600
2015-04-27,29.468711853027344,29.575348159798903,29.135481021414673,29.393180344746973,387816800
2015-04-28,29.004409790039062,29.888581275967137,28.784479620133364,29.870811948737703,475696000
2015-04-29,28.5778751373291,29.23322840880269,28.502343631285193,28.91554998584197,253544400
2015-04-30,27.80255889892578,28.57787547888214,27.675931252944945,28.57787547888214,332781600
2015-05-01,28.646738052368164,28.90888135598468,27.835877862217878,28.0135999238689,234050400
2015-05-04,28.591203689575195,29.00663375040625,28.49345543996789,28.768927471606737,203953200
2015-05-05,27.94695281982422,28.535659120311355,27.942508794028523,28.46901229256979,197085600
2015-05-06,27.77145767211914,28.15800495791627,27.404903422444445,28.11579517734717,288564000
2015-05-07,27.943225860595703,28.12615286272981,27.66660321192148,27.833914556628738,175763600
2015-05-08,28.469697952270508,28.469697952270508,28.132843981101665,28.260000530194958,222201600
2015-05-11,28.1796932220459,28.456314180575312,28.02576623369674,28.418390682627546,168143200
2015-05-12,28.079303741455078,28.30461510965887,27.845067196000144,28.019070708862035,192640000
2015-05-13,28.110536575317383,28.3737731531699,28.079305261163608,28.14176788947116,138776800
2015-05-14,28.766403198242188,28.766403198242188,28.367088193902088,28.422858655086724,180814000
2015-05-15,28.726255416870117,28.886874647126675,28.601330105328227,28.793180663470256,152832000
2015-05-18,29.043025970458984,29.161259076095174,28.63478578527864,28.639248375290993,203531600
2015-05-19,29.01624870300293,29.196944399824076,28.920321767728332,29.154558317071896,178532800
2015-05-20,29.014022827148438,29.219257706248666,28.853403634120667,29.000638461722566,145819600
2015-05-21,29.31071662902832,29.364257484742,28.962709576784434,29.01625043249812,158921600
2015-05-22,29.567264556884766,29.66319151483739,29.31295140420748,29.35757049383677,182384000
2015-05-26,28.915864944458008,29.649806051808497,28.804324032431605,29.580651230985488,282790400
2015-05-27,29.455711364746094,29.504789619717524,29.011780881991594,29.0764730886591,183332800
2015-05-28,29.397716522216797,29.435640016117567,29.246022546613716,29.415563472986186,122933200
2015-05-29,29.06310272216797,29.324108074389464,28.978330531136447,29.275029795787933,203538000
2015-06-01,29.121097564697266,29.310718462078576,29.01178965788815,29.06309752034872,128451200
2015-06-02,28.991722106933594,29.14787873936453,28.84894984243113,28.969412557746622,134670400
2015-06-03,29.02741241455078,29.210341185502646,28.97833412985439,29.147878532972562,123934000
2015-06-04,28.857866287231445,29.130026398016824,28.7574801423585,28.906944563206427,153800400
2015-06-05,28.69947624206543,28.93148325289006,28.634784008714654,28.88909716029949,142507200
2015-06-08,28.509859085083008,28.824405288183716,28.293469433641413,28.75524706027214,210699200
2015-06-09,28.425086975097656,28.572321802981325,28.0235406937391,28.2644677817625,224301600
2015-06-10,28.75078582763672,28.853401557823254,28.521010125158224,28.536625784357813,156349200
2015-06-11,28.68608283996582,29.04078202312874,28.661543710089028,28.817700262051552,141563600
